tanggal,nama_stasiun,penumpang_berangkat_komuter,penumpang_datang_komuter
2026-06-04,CIKOYA,167,105
2026-06-04,CIKOYA,206,168
2026-06-04,CIKOYA,154,138
2026-06-04,CIKOYA,55,46
2026-06-04,CIKOYA,92,161
2026-06-04,CIKOYA,134,226
2026-06-04,CIKOYA,59,112
2026-06-04,CIKOYA,22,60
2026-06-04,CILEJIT,315,192
2026-06-04,CILEJIT,480,277
2026-06-04,CILEJIT,273,247
2026-06-04,CILEJIT,116,104
2026-06-04,CILEJIT,204,348
2026-06-04,CILEJIT,261,430
2026-06-04,CILEJIT,128,263
2026-06-04,CILEJIT,43,102
2026-06-04,CICAYUR,338,218
2026-06-04,CICAYUR,385,306
2026-06-04,CICAYUR,322,317
2026-06-04,CICAYUR,110,107
2026-06-04,CICAYUR,216,352
2026-06-04,CICAYUR,285,424
2026-06-04,CICAYUR,119,247
2026-06-04,CICAYUR,47,123
2026-06-03,TIGARAKSA,714,405
2026-06-03,TIGARAKSA,886,643
2026-06-03,TIGARAKSA,522,538
2026-06-03,TIGARAKSA,234,171
2026-06-03,TIGARAKSA,385,735
2026-06-03,TIGARAKSA,537,887
2026-06-03,TIGARAKSA,244,479
2026-06-03,TIGARAKSA,97,213
2026-06-03,TANAHABANG,6685,3737
2026-06-03,TANAHABANG,8745,5112
2026-06-03,TANAHABANG,5255,3743
2026-06-03,TANAHABANG,2628,1711
2026-06-03,TANAHABANG,3655,5540
2026-06-03,TANAHABANG,5520,6337
2026-06-03,TANAHABANG,2292,4615
2026-06-03,TANAHABANG,969,1855
2026-06-03,TENJO,618,277
2026-06-03,TENJO,727,405
2026-06-03,TENJO,527,378
2026-06-03,TENJO,229,126
2026-06-03,TENJO,360,405
2026-06-03,TENJO,439,527
2026-06-03,TENJO,200,375
2026-06-03,TENJO,98,139
2026-06-03,SERPONG,817,512
2026-06-03,SERPONG,1218,844
2026-06-03,SERPONG,608,565
2026-06-03,SERPONG,292,292
2026-06-03,SERPONG,484,947
2026-06-03,SERPONG,643,1008
2026-06-03,SERPONG,332,656
2026-06-03,SERPONG,106,275
2026-06-03,SUDIMARA,2956,1517
2026-06-03,SUDIMARA,3222,1950
2026-06-03,SUDIMARA,2301,1766
2026-06-03,SUDIMARA,773,617
2026-06-03,SUDIMARA,1365,2772
2026-06-03,SUDIMARA,1700,2766
2026-06-03,SUDIMARA,859,1983
2026-06-03,SUDIMARA,327,652
2026-06-03,RAWA BUNTU,2931,1834
2026-06-03,RAWA BUNTU,3578,2737
2026-06-03,RAWA BUNTU,2426,2160
2026-06-03,RAWA BUNTU,1146,832
2026-06-03,RAWA BUNTU,1821,2952
2026-06-03,RAWA BUNTU,1912,3262
2026-06-03,RAWA BUNTU,1070,2298
2026-06-03,RAWA BUNTU,439,799
2026-06-03,RANGKASBITUNG,1783,464
2026-06-03,RANGKASBITUNG,1773,634
2026-06-03,RANGKASBITUNG,1148,568
2026-06-03,RANGKASBITUNG,527,236
2026-06-03,RANGKASBITUNG,976,690
2026-06-03,RANGKASBITUNG,1148,1053
2026-06-03,RANGKASBITUNG,620,577
2026-06-03,RANGKASBITUNG,195,252
2026-06-03,PARUNGPANJANG,1777,1074
2026-06-03,PARUNGPANJANG,2039,1549
2026-06-03,PARUNGPANJANG,1537,1398
2026-06-03,PARUNGPANJANG,730,551
2026-06-03,PARUNGPANJANG,1023,1701
2026-06-03,PARUNGPANJANG,1328,1998
2026-06-03,PARUNGPANJANG,586,1344
2026-06-03,PARUNGPANJANG,219,456
2026-06-03,PALMERAH,3451,1830
2026-06-03,PALMERAH,4338,2759
2026-06-03,PALMERAH,3323,2514
2026-06-03,PALMERAH,1274,891
2026-06-03,PALMERAH,1948,3177
2026-06-03,PALMERAH,2187,3688
2026-06-03,PALMERAH,1327,2058
2026-06-03,PALMERAH,431,904
2026-06-03,PONDOKRANJI,1642,685
2026-06-03,PONDOKRANJI,1708,1211
2026-06-03,PONDOKRANJI,1223,1060
2026-06-03,PONDOKRANJI,559,438
2026-06-03,PONDOKRANJI,809,1423
2026-06-03,PONDOKRANJI,1028,1635
2026-06-03,PONDOKRANJI,568,1048
2026-06-03,PONDOKRANJI,206,357
2026-06-03,MAJA,585,291
2026-06-03,MAJA,706,580
2026-06-03,MAJA,454,366
2026-06-03,MAJA,168,164
2026-06-03,MAJA,359,556
2026-06-03,MAJA,446,656
2026-06-03,MAJA,189,404
2026-06-03,MAJA,79,152
2026-06-03,KEBAYORAN,3397,1794
2026-06-03,KEBAYORAN,3682,2466
2026-06-03,KEBAYORAN,2453,1833
2026-06-03,KEBAYORAN,955,694
2026-06-03,KEBAYORAN,1472,3137
2026-06-03,KEBAYORAN,2235,2882
2026-06-03,KEBAYORAN,975,2304
2026-06-03,KEBAYORAN,393,893
2026-06-03,JATAKE,230,86
2026-06-03,JATAKE,217,128
2026-06-03,JATAKE,164,96
2026-06-03,JATAKE,72,43
2026-06-03,JATAKE,95,155
2026-06-03,JATAKE,146,169
2026-06-03,JATAKE,65,82
2026-06-03,JATAKE,30,42
2026-06-03,JURANGMANGU,1922,969
2026-06-03,JURANGMANGU,2000,1547
2026-06-03,JURANGMANGU,1662,1369
2026-06-03,JURANGMANGU,550,450
2026-06-03,JURANGMANGU,1164,1861
2026-06-03,JURANGMANGU,1218,2154
2026-06-03,JURANGMANGU,564,1439
2026-06-03,JURANGMANGU,255,508
2026-06-03,DARU,511,327
2026-06-03,DARU,623,456
2026-06-03,DARU,511,354
2026-06-03,DARU,221,139
2026-06-03,DARU,309,649
2026-06-03,DARU,351,688
2026-06-03,DARU,200,393
2026-06-03,DARU,83,173
2026-06-03,CITERAS,145,81
2026-06-03,CITERAS,195,137
2026-06-03,CITERAS,132,129
2026-06-03,CITERAS,46,49
2026-06-03,CITERAS,85,149
2026-06-03,CITERAS,112,175
2026-06-03,CITERAS,48,101
2026-06-03,CITERAS,18,47
2026-06-03,CISAUK,1971,1300
2026-06-03,CISAUK,2087,1459
2026-06-03,CISAUK,1694,1552
2026-06-03,CISAUK,579,529
2026-06-03,CISAUK,1170,2159
2026-06-03,CISAUK,1416,2246
2026-06-03,CISAUK,633,1337
2026-06-03,CISAUK,227,522
2026-06-03,CIKOYA,214,112
2026-06-03,CIKOYA,227,169
2026-06-03,CIKOYA,145,128
2026-06-03,CIKOYA,73,50
2026-06-03,CIKOYA,104,198
2026-06-03,CIKOYA,114,200
2026-06-03,CIKOYA,71,132
2026-06-03,CIKOYA,26,53
2026-06-03,CILEJIT,322,218
2026-06-03,CILEJIT,507,286
2026-06-03,CILEJIT,322,295
2026-06-03,CILEJIT,140,120
2026-06-03,CILEJIT,197,314
2026-06-03,CILEJIT,210,403
2026-06-03,CILEJIT,139,242
2026-06-03,CILEJIT,51,96
2026-06-03,CICAYUR,364,193
2026-06-03,CICAYUR,464,280
2026-06-03,CICAYUR,290,242
2026-06-03,CICAYUR,124,93
2026-06-03,CICAYUR,186,362
2026-06-03,CICAYUR,239,435
2026-06-03,CICAYUR,111,241
2026-06-03,CICAYUR,53,115
2026-06-02,TIGARAKSA,847,304
2026-06-02,TIGARAKSA,841,484
2026-06-02,TIGARAKSA,634,339
2026-06-02,TIGARAKSA,255,125
2026-06-02,TIGARAKSA,446,579
2026-06-02,TIGARAKSA,479,609
2026-06-02,TIGARAKSA,280,401
2026-06-02,TIGARAKSA,102,136
2026-06-02,TANAHABANG,6570,3381
2026-06-02,TANAHABANG,7964,5239
2026-06-02,TANAHABANG,6094,3613
2026-06-02,TANAHABANG,2366,1645
2026-06-02,TANAHABANG,3425,5476
2026-06-02,TANAHABANG,4480,7505
2026-06-02,TANAHABANG,2608,4349
2026-06-02,TANAHABANG,1007,1671
2026-06-02,TENJO,770,282
2026-06-02,TENJO,784,416
2026-06-02,TENJO,587,308
2026-06-02,TENJO,214,141
2026-06-02,TENJO,406,386
2026-06-02,TENJO,489,477
2026-06-02,TENJO,227,304
2026-06-02,TENJO,100,121
2026-06-02,SERPONG,943,552
2026-06-02,SERPONG,1005,728
2026-06-02,SERPONG,696,689
2026-06-02,SERPONG,284,234
2026-06-02,SERPONG,529,738
2026-06-02,SERPONG,560,1096
2026-06-02,SERPONG,301,530
2026-06-02,SERPONG,132,250
2026-06-02,SUDIMARA,2833,1598
2026-06-02,SUDIMARA,3117,1944
2026-06-02,SUDIMARA,2190,1755
2026-06-02,SUDIMARA,877,862
2026-06-02,SUDIMARA,1322,2601
2026-06-02,SUDIMARA,1900,2586
2026-06-02,SUDIMARA,914,1960
2026-06-02,SUDIMARA,371,699
2026-06-02,RAWA BUNTU,3462,1837
2026-06-02,RAWA BUNTU,3347,2815
2026-06-02,RAWA BUNTU,2630,2428
2026-06-02,RAWA BUNTU,1028,789
2026-06-02,RAWA BUNTU,1735,3104
2026-06-02,RAWA BUNTU,2008,3788
2026-06-02,RAWA BUNTU,1155,1970
2026-06-02,RAWA BUNTU,448,850
2026-06-02,RANGKASBITUNG,2139,447
2026-06-02,RANGKASBITUNG,2741,663
2026-06-02,RANGKASBITUNG,1946,603
2026-06-02,RANGKASBITUNG,773,228
2026-06-02,RANGKASBITUNG,1313,837
2026-06-02,RANGKASBITUNG,1466,1058
2026-06-02,RANGKASBITUNG,850,658
2026-06-02,RANGKASBITUNG,358,257
2026-06-02,PARUNGPANJANG,1743,924
2026-06-02,PARUNGPANJANG,2386,1561
2026-06-02,PARUNGPANJANG,1461,1093
2026-06-02,PARUNGPANJANG,637,464
2026-06-02,PARUNGPANJANG,1171,1834
2026-06-02,PARUNGPANJANG,1331,1784
2026-06-02,PARUNGPANJANG,680,1116
2026-06-02,PARUNGPANJANG,251,450
2026-06-02,PALMERAH,3963,1751
2026-06-02,PALMERAH,4097,2869
2026-06-02,PALMERAH,2833,1990
2026-06-02,PALMERAH,1325,980
2026-06-02,PALMERAH,2002,2685
2026-06-02,PALMERAH,2306,3839
2026-06-02,PALMERAH,1174,2527
2026-06-02,PALMERAH,488,832
2026-06-02,PONDOKRANJI,1644,906
2026-06-02,PONDOKRANJI,1984,1271
2026-06-02,PONDOKRANJI,1082,1108
2026-06-02,PONDOKRANJI,523,452
2026-06-02,PONDOKRANJI,802,1571
2026-06-02,PONDOKRANJI,941,1535
2026-06-02,PONDOKRANJI,477,972
2026-06-02,PONDOKRANJI,185,412
2026-06-02,MAJA,600,347
2026-06-02,MAJA,848,537
2026-06-02,MAJA,557,374
2026-06-02,MAJA,189,175
2026-06-02,MAJA,385,548
2026-06-02,MAJA,482,759
2026-06-02,MAJA,236,456
2026-06-02,MAJA,80,169
2026-06-02,KEBAYORAN,3113,1696
2026-06-02,KEBAYORAN,3733,2113
2026-06-02,KEBAYORAN,2541,2117
2026-06-02,KEBAYORAN,980,848
2026-06-02,KEBAYORAN,1465,2885
2026-06-02,KEBAYORAN,1756,3756
2026-06-02,KEBAYORAN,1100,2135
2026-06-02,KEBAYORAN,420,870
2026-06-02,JATAKE,234,74
2026-06-02,JATAKE,218,134
2026-06-02,JATAKE,175,109
2026-06-02,JATAKE,78,45
2026-06-02,JATAKE,97,141
2026-06-02,JATAKE,124,171
2026-06-02,JATAKE,79,115
2026-06-02,JATAKE,30,38
2026-06-02,JURANGMANGU,1656,1073
2026-06-02,JURANGMANGU,1978,1523
2026-06-02,JURANGMANGU,1390,1376
2026-06-02,JURANGMANGU,587,489
2026-06-02,JURANGMANGU,935,1861
2026-06-02,JURANGMANGU,1327,1931
2026-06-02,JURANGMANGU,576,1518
2026-06-02,JURANGMANGU,225,529
2026-06-02,DARU,591,337
2026-06-02,DARU,734,498
2026-06-02,DARU,518,438
2026-06-02,DARU,188,160
2026-06-02,DARU,310,525
2026-06-02,DARU,393,682
2026-06-02,DARU,177,359
2026-06-02,DARU,91,143
2026-06-02,CITERAS,206,116
2026-06-02,CITERAS,246,140
2026-06-02,CITERAS,174,147
2026-06-02,CITERAS,78,48
2026-06-02,CITERAS,113,178
2026-06-02,CITERAS,125,213
2026-06-02,CITERAS,80,115
2026-06-02,CITERAS,27,49
2026-06-02,CISAUK,1953,1243
2026-06-02,CISAUK,2022,1604
2026-06-02,CISAUK,1582,1525
2026-06-02,CISAUK,715,558
2026-06-02,CISAUK,1117,1931
2026-06-02,CISAUK,1405,2290
2026-06-02,CISAUK,684,1584
2026-06-02,CISAUK,293,600
2026-06-02,CIKOYA,191,109
2026-06-02,CIKOYA,210,153
2026-06-02,CIKOYA,174,124
2026-06-02,CIKOYA,78,45
2026-06-02,CIKOYA,98,172
2026-06-02,CIKOYA,122,218
2026-06-02,CIKOYA,67,120
2026-06-02,CIKOYA,25,47
2026-06-02,CILEJIT,356,151
2026-06-02,CILEJIT,462,262
2026-06-02,CILEJIT,279,213
2026-06-02,CILEJIT,132,74
2026-06-02,CILEJIT,230,284
2026-06-02,CILEJIT,275,356
2026-06-02,CILEJIT,127,188
2026-06-02,CILEJIT,45,87
2026-06-02,CICAYUR,341,238
2026-06-02,CICAYUR,432,299
2026-06-02,CICAYUR,254,226
2026-06-02,CICAYUR,130,103
2026-06-02,CICAYUR,179,320
2026-06-02,CICAYUR,243,415
2026-06-02,CICAYUR,135,239
2026-06-02,CICAYUR,47,114
2026-06-01,TIGARAKSA,888,338
2026-06-01,TIGARAKSA,1081,391
2026-06-01,TIGARAKSA,657,379
2026-06-01,TIGARAKSA,278,164
2026-06-01,TIGARAKSA,411,574
2026-06-01,TIGARAKSA,494,583
2026-06-01,TIGARAKSA,258,416
2026-06-01,TIGARAKSA,116,137
2026-06-01,TANAHABANG,4862,2806
2026-06-01,TANAHABANG,6698,4041
2026-06-01,TANAHABANG,4381,3622
2026-06-01,TANAHABANG,1662,1372
2026-06-01,TANAHABANG,3002,4942
2026-06-01,TANAHABANG,3590,5413
2026-06-01,TANAHABANG,1898,3121
2026-06-01,TANAHABANG,682,1525
2026-06-01,TENJO,724,236
2026-06-01,TENJO,828,424
2026-06-01,TENJO,736,286
2026-06-01,TENJO,247,143
2026-06-01,TENJO,441,436
2026-06-01,TENJO,613,521
2026-06-01,TENJO,250,341
2026-06-01,TENJO,100,144
2026-06-01,SERPONG,605,347
2026-06-01,SERPONG,771,482
2026-06-01,SERPONG,520,488
2026-06-01,SERPONG,229,160
2026-06-01,SERPONG,379,701
2026-06-01,SERPONG,399,658
2026-06-01,SERPONG,207,413
2026-06-01,SERPONG,89,196
2026-06-01,SUDIMARA,1590,918
2026-06-01,SUDIMARA,1861,1434
2026-06-01,SUDIMARA,1445,1068
2026-06-01,SUDIMARA,616,496
2026-06-01,SUDIMARA,967,1446
2026-06-01,SUDIMARA,967,2146
2026-06-01,SUDIMARA,573,1295
2026-06-01,SUDIMARA,206,494
2026-06-01,RAWA BUNTU,1641,1111
2026-06-01,RAWA BUNTU,1882,1462
2026-06-01,RAWA BUNTU,1129,1076
2026-06-01,RAWA BUNTU,511,423
2026-06-01,RAWA BUNTU,767,1511
2026-06-01,RAWA BUNTU,1135,1875
2026-06-01,RAWA BUNTU,620,1196
2026-06-01,RAWA BUNTU,197,524
2026-06-01,RANGKASBITUNG,3606,881
2026-06-01,RANGKASBITUNG,3989,1632
2026-06-01,RANGKASBITUNG,3407,1293
2026-06-01,RANGKASBITUNG,1111,480
2026-06-01,RANGKASBITUNG,2027,1517
2026-06-01,RANGKASBITUNG,2560,1908
2026-06-01,RANGKASBITUNG,1302,1196
2026-06-01,RANGKASBITUNG,465,435
2026-06-01,PARUNGPANJANG,1826,885
2026-06-01,PARUNGPANJANG,2229,1392
2026-06-01,PARUNGPANJANG,1381,1116
2026-06-01,PARUNGPANJANG,596,378
2026-06-01,PARUNGPANJANG,806,1267
2026-06-01,PARUNGPANJANG,1015,1713
2026-06-01,PARUNGPANJANG,583,960
2026-06-01,PARUNGPANJANG,240,458
2026-06-01,PALMERAH,1188,844
2026-06-01,PALMERAH,1744,1113
2026-06-01,PALMERAH,1154,947
2026-06-01,PALMERAH,492,386
2026-06-01,PALMERAH,840,1348
2026-06-01,PALMERAH,874,1517
2026-06-01,PALMERAH,404,1090
2026-06-01,PALMERAH,178,378
2026-06-01,PONDOKRANJI,1137,716
2026-06-01,PONDOKRANJI,1493,1068
2026-06-01,PONDOKRANJI,854,949
2026-06-01,PONDOKRANJI,378,304
2026-06-01,PONDOKRANJI,656,1065
2026-06-01,PONDOKRANJI,741,1447
2026-06-01,PONDOKRANJI,410,944
2026-06-01,PONDOKRANJI,139,394
2026-06-01,MAJA,691,310
2026-06-01,MAJA,814,386
2026-06-01,MAJA,580,416
2026-06-01,MAJA,226,136
