tanggal,nama_stasiun,penumpang_berangkat_komuter,penumpang_datang_komuter
2024-01-28 16:00,CICAYUR,106,246
2024-01-28 17:00,CICAYUR,146,236
2024-01-28 18:00,CICAYUR,83,174
2024-01-28 19:00,CICAYUR,35,66
2024-01-29 06:00,CICAYUR,349,162
2024-01-29 07:00,CICAYUR,471,283
2024-01-29 08:00,CICAYUR,283,260
2024-01-29 09:00,CICAYUR,107,93
2024-01-29 16:00,CICAYUR,165,322
2024-01-29 17:00,CICAYUR,210,329
2024-01-29 18:00,CICAYUR,107,242
2024-01-29 19:00,CICAYUR,52,95
2024-01-30 06:00,CICAYUR,391,161
2024-01-30 07:00,CICAYUR,386,279
2024-01-30 08:00,CICAYUR,252,238
2024-01-30 09:00,CICAYUR,98,95
2024-01-30 16:00,CICAYUR,158,327
2024-01-30 17:00,CICAYUR,231,384
2024-01-30 18:00,CICAYUR,100,213
2024-01-30 19:00,CICAYUR,52,84
2024-01-31 06:00,CICAYUR,372,193
2024-01-31 07:00,CICAYUR,424,285
2024-01-31 08:00,CICAYUR,294,256
2024-01-31 09:00,CICAYUR,103,85
2024-01-31 16:00,CICAYUR,217,357
2024-01-31 17:00,CICAYUR,236,379
2024-01-31 18:00,CICAYUR,112,207
2024-01-31 19:00,CICAYUR,47,87
2024-02-01 06:00,CICAYUR,299,161
2024-02-01 07:00,CICAYUR,399,317
2024-02-01 08:00,CICAYUR,247,233
2024-02-01 09:00,CICAYUR,92,101
2024-02-01 16:00,CICAYUR,164,290
2024-02-01 17:00,CICAYUR,218,404
2024-02-01 18:00,CICAYUR,110,246
2024-02-01 19:00,CICAYUR,40,90
2024-02-02 06:00,CICAYUR,407,203
2024-02-02 07:00,CICAYUR,374,235
2024-02-02 08:00,CICAYUR,278,250
2024-02-02 09:00,CICAYUR,138,82
2024-02-02 16:00,CICAYUR,198,308
2024-02-02 17:00,CICAYUR,274,403
2024-02-02 18:00,CICAYUR,132,226
2024-02-02 19:00,CICAYUR,47,85
2024-02-03 06:00,CICAYUR,302,195
2024-02-03 07:00,CICAYUR,457,303
2024-02-03 08:00,CICAYUR,320,223
2024-02-03 09:00,CICAYUR,125,100
2024-02-03 16:00,CICAYUR,205,284
2024-02-03 17:00,CICAYUR,228,312
2024-02-03 18:00,CICAYUR,132,227
2024-02-03 19:00,CICAYUR,43,92
2024-02-04 06:00,CICAYUR,287,135
2024-02-04 07:00,CICAYUR,294,223
2024-02-04 08:00,CICAYUR,223,191
2024-02-04 09:00,CICAYUR,93,78
2024-02-04 16:00,CICAYUR,150,252
2024-02-04 17:00,CICAYUR,206,275
2024-02-04 18:00,CICAYUR,82,152
2024-02-04 19:00,CICAYUR,40,73
2024-02-05 06:00,CICAYUR,403,181
2024-02-05 07:00,CICAYUR,406,254
2024-02-05 08:00,CICAYUR,290,254
2024-02-05 09:00,CICAYUR,122,97
2024-02-05 16:00,CICAYUR,227,331
2024-02-05 17:00,CICAYUR,254,430
2024-02-05 18:00,CICAYUR,123,257
2024-02-05 19:00,CICAYUR,56,112
2024-02-06 06:00,CICAYUR,321,210
2024-02-06 07:00,CICAYUR,430,259
2024-02-06 08:00,CICAYUR,284,267
2024-02-06 09:00,CICAYUR,120,88
2024-02-06 16:00,CICAYUR,199,301
2024-02-06 17:00,CICAYUR,209,331
2024-02-06 18:00,CICAYUR,106,209
2024-02-06 19:00,CICAYUR,43,97
2024-02-07 06:00,CICAYUR,348,181
2024-02-07 07:00,CICAYUR,517,283
2024-02-07 08:00,CICAYUR,323,214
2024-02-07 09:00,CICAYUR,116,82
2024-02-07 16:00,CICAYUR,185,311
2024-02-07 17:00,CICAYUR,232,333
2024-02-07 18:00,CICAYUR,114,235
2024-02-07 19:00,CICAYUR,47,91
2024-02-08 06:00,CICAYUR,371,197
2024-02-08 07:00,CICAYUR,383,304
2024-02-08 08:00,CICAYUR,308,204
2024-02-08 09:00,CICAYUR,137,105
2024-02-08 16:00,CICAYUR,171,304
2024-02-08 17:00,CICAYUR,269,400
2024-02-08 18:00,CICAYUR,112,213
2024-02-08 19:00,CICAYUR,47,93
2024-02-09 06:00,CICAYUR,338,156
2024-02-09 07:00,CICAYUR,388,261
2024-02-09 08:00,CICAYUR,225,188
2024-02-09 09:00,CICAYUR,116,91
2024-02-09 16:00,CICAYUR,175,286
2024-02-09 17:00,CICAYUR,192,319
2024-02-09 18:00,CICAYUR,110,187
2024-02-09 19:00,CICAYUR,41,78
2024-02-10 06:00,CICAYUR,283,178
2024-02-10 07:00,CICAYUR,362,268
2024-02-10 08:00,CICAYUR,234,263
2024-02-10 09:00,CICAYUR,113,99
2024-02-10 16:00,CICAYUR,191,330
2024-02-10 17:00,CICAYUR,193,381
2024-02-10 18:00,CICAYUR,113,253
2024-02-10 19:00,CICAYUR,43,84
2024-02-11 06:00,CICAYUR,221,135
2024-02-11 07:00,CICAYUR,296,215
2024-02-11 08:00,CICAYUR,181,201
2024-02-11 09:00,CICAYUR,81,65
2024-02-11 16:00,CICAYUR,111,220
2024-02-11 17:00,CICAYUR,145,252
2024-02-11 18:00,CICAYUR,71,164
2024-02-11 19:00,CICAYUR,28,79
2024-02-12 06:00,CICAYUR,332,198
2024-02-12 07:00,CICAYUR,444,337
2024-02-12 08:00,CICAYUR,269,238
2024-02-12 09:00,CICAYUR,145,109
2024-02-12 16:00,CICAYUR,222,318
2024-02-12 17:00,CICAYUR,229,412
2024-02-12 18:00,CICAYUR,143,249
2024-02-12 19:00,CICAYUR,52,92
2024-02-13 06:00,CICAYUR,424,172
2024-02-13 07:00,CICAYUR,446,278
2024-02-13 08:00,CICAYUR,315,219
2024-02-13 09:00,CICAYUR,116,98
2024-02-13 16:00,CICAYUR,196,340
2024-02-13 17:00,CICAYUR,234,377
2024-02-13 18:00,CICAYUR,132,205
2024-02-13 19:00,CICAYUR,50,84
2024-02-14 06:00,CICAYUR,157,106
2024-02-14 07:00,CICAYUR,205,152
2024-02-14 08:00,CICAYUR,134,122
2024-02-14 09:00,CICAYUR,65,48
2024-02-14 16:00,CICAYUR,95,158
2024-02-14 17:00,CICAYUR,115,209
2024-02-14 18:00,CICAYUR,66,132
2024-02-14 19:00,CICAYUR,21,49
2024-02-15 06:00,CICAYUR,422,179
2024-02-15 07:00,CICAYUR,389,318
2024-02-15 08:00,CICAYUR,305,272
2024-02-15 09:00,CICAYUR,111,107
2024-02-15 16:00,CICAYUR,181,311
2024-02-15 17:00,CICAYUR,224,432
2024-02-15 18:00,CICAYUR,131,249
2024-02-15 19:00,CICAYUR,48,110
2024-02-16 06:00,CICAYUR,346,203
2024-02-16 07:00,CICAYUR,421,268
2024-02-16 08:00,CICAYUR,283,218
2024-02-16 09:00,CICAYUR,128,93
2024-02-16 16:00,CICAYUR,175,364
2024-02-16 17:00,CICAYUR,230,376
2024-02-16 18:00,CICAYUR,134,241
2024-02-16 19:00,CICAYUR,42,105
2024-02-17 06:00,CICAYUR,358,163
2024-02-17 07:00,CICAYUR,369,280
2024-02-17 08:00,CICAYUR,286,217
2024-02-17 09:00,CICAYUR,128,93
2024-02-17 16:00,CICAYUR,165,283
2024-02-17 17:00,CICAYUR,212,368
2024-02-17 18:00,CICAYUR,99,219
2024-02-17 19:00,CICAYUR,50,95
2024-02-18 06:00,CICAYUR,241,143
2024-02-18 07:00,CICAYUR,268,216
2024-02-18 08:00,CICAYUR,179,158
2024-02-18 09:00,CICAYUR,92,58
2024-02-18 16:00,CICAYUR,124,244
2024-02-18 17:00,CICAYUR,180,272
2024-02-18 18:00,CICAYUR,89,165
2024-02-18 19:00,CICAYUR,31,62
2024-02-19 06:00,CICAYUR,356,231
2024-02-19 07:00,CICAYUR,484,300
2024-02-19 08:00,CICAYUR,311,292
2024-02-19 09:00,CICAYUR,117,106
2024-02-19 16:00,CICAYUR,210,372
2024-02-19 17:00,CICAYUR,224,458
2024-02-19 18:00,CICAYUR,148,262
2024-02-19 19:00,CICAYUR,56,116
2024-02-20 06:00,CICAYUR,287,26
2024-02-20 07:00,CICAYUR,332,46
2024-02-20 08:00,CICAYUR,211,39
2024-02-20 09:00,CICAYUR,102,17
2024-02-20 16:00,CICAYUR,142,46
2024-02-20 17:00,CICAYUR,206,65
2024-02-20 18:00,CICAYUR,80,41
2024-02-20 19:00,CICAYUR,40,15
2024-02-21 06:00,CICAYUR,14,6
2024-02-21 07:00,CICAYUR,15,9
2024-02-21 08:00,CICAYUR,12,7
2024-02-21 09:00,CICAYUR,4,3
2024-02-21 16:00,CICAYUR,8,13
2024-02-21 17:00,CICAYUR,9,13
2024-02-21 18:00,CICAYUR,5,8
2024-02-21 19:00,CICAYUR,2,3
2024-02-22 06:00,CICAYUR,12,6
2024-02-22 07:00,CICAYUR,16,10
2024-02-22 08:00,CICAYUR,12,8
2024-02-22 09:00,CICAYUR,5,4
2024-02-22 16:00,CICAYUR,6,13
2024-02-22 17:00,CICAYUR,8,16
2024-02-22 18:00,CICAYUR,4,9
2024-02-22 19:00,CICAYUR,2,4
2024-02-23 06:00,CICAYUR,17,8
2024-02-23 07:00,CICAYUR,18,12
2024-02-23 08:00,CICAYUR,13,10
2024-02-23 09:00,CICAYUR,5,3
2024-02-23 16:00,CICAYUR,8,13
2024-02-23 17:00,CICAYUR,12,13
2024-02-23 18:00,CICAYUR,6,9
2024-02-23 19:00,CICAYUR,2,4
2024-02-24 06:00,CICAYUR,16,7
2024-02-24 07:00,CICAYUR,18,9
2024-02-24 08:00,CICAYUR,15,10
2024-02-24 09:00,CICAYUR,5,3
2024-02-24 16:00,CICAYUR,9,12
2024-02-24 17:00,CICAYUR,10,12
2024-02-24 18:00,CICAYUR,6,9
2024-02-24 19:00,CICAYUR,2,3
2024-02-25 06:00,CICAYUR,9,5
2024-02-25 07:00,CICAYUR,10,6
2024-02-25 08:00,CICAYUR,9,6
2024-02-25 09:00,CICAYUR,4,2
2024-02-25 16:00,CICAYUR,5,8
2024-02-25 17:00,CICAYUR,7,11
2024-02-25 18:00,CICAYUR,4,6
2024-02-25 19:00,CICAYUR,1,2
2024-02-26 06:00,CICAYUR,12,9
2024-02-26 07:00,CICAYUR,13,10
2024-02-26 08:00,CICAYUR,9,8
2024-02-26 09:00,CICAYUR,4,4
2024-02-26 16:00,CICAYUR,7,15
2024-02-26 17:00,CICAYUR,9,15
2024-02-26 18:00,CICAYUR,4,9
2024-02-26 19:00,CICAYUR,2,4
2024-02-27 06:00,CICAYUR,14,6
2024-02-27 07:00,CICAYUR,16,9
2024-02-27 08:00,CICAYUR,10,9
2024-02-27 09:00,CICAYUR,5,3
2024-02-27 16:00,CICAYUR,8,11
2024-02-27 17:00,CICAYUR,10,13
2024-02-27 18:00,CICAYUR,4,7
2024-02-27 19:00,CICAYUR,2,3
2024-02-28 06:00,CICAYUR,14,7
2024-02-28 07:00,CICAYUR,15,13
2024-02-28 08:00,CICAYUR,13,10
2024-02-28 09:00,CICAYUR,4,4
2024-02-28 16:00,CICAYUR,6,15
2024-02-28 17:00,CICAYUR,8,16
2024-02-28 18:00,CICAYUR,4,10
2024-02-28 19:00,CICAYUR,2,4
2024-02-29 06:00,CICAYUR,13,5
2024-02-29 07:00,CICAYUR,15,10
2024-02-29 08:00,CICAYUR,12,8
2024-02-29 09:00,CICAYUR,5,3
2024-02-29 16:00,CICAYUR,7,12
2024-02-29 17:00,CICAYUR,9,11
2024-02-29 18:00,CICAYUR,5,6
2024-02-29 19:00,CICAYUR,2,3
2024-03-01 06:00,CICAYUR,13,6
2024-03-01 07:00,CICAYUR,16,8
2024-03-01 08:00,CICAYUR,11,7
2024-03-01 09:00,CICAYUR,5,3
2024-03-01 16:00,CICAYUR,8,9
2024-03-01 17:00,CICAYUR,10,12
2024-03-01 18:00,CICAYUR,5,6
2024-03-01 19:00,CICAYUR,2,3
2024-03-02 06:00,CICAYUR,16,6
2024-03-02 07:00,CICAYUR,19,11
2024-03-02 08:00,CICAYUR,12,9
2024-03-02 09:00,CICAYUR,5,3
2024-03-02 16:00,CICAYUR,9,12
2024-03-02 17:00,CICAYUR,11,14
2024-03-02 18:00,CICAYUR,5,10
2024-03-02 19:00,CICAYUR,2,4
2024-03-03 06:00,CICAYUR,14,9
2024-03-03 07:00,CICAYUR,17,11
2024-03-03 08:00,CICAYUR,13,9
2024-03-03 09:00,CICAYUR,6,4
2024-03-03 16:00,CICAYUR,7,15
2024-03-03 17:00,CICAYUR,11,18
2024-03-03 18:00,CICAYUR,5,11
2024-03-03 19:00,CICAYUR,2,5
2024-03-04 06:00,CICAYUR,17,9
2024-03-04 07:00,CICAYUR,20,15
2024-03-04 08:00,CICAYUR,16,9
2024-03-04 09:00,CICAYUR,6,5
2024-03-04 16:00,CICAYUR,9,15
2024-03-04 17:00,CICAYUR,14,15
2024-03-04 18:00,CICAYUR,6,10
2024-03-04 19:00,CICAYUR,3,5
2024-03-05 06:00,CICAYUR,20,9
2024-03-05 07:00,CICAYUR,24,15
2024-03-05 08:00,CICAYUR,14,12
2024-03-05 09:00,CICAYUR,5,5
2024-03-05 16:00,CICAYUR,9,14
2024-03-05 17:00,CICAYUR,10,19
2024-03-05 18:00,CICAYUR,6,12
2024-03-05 19:00,CICAYUR,2,4
2024-03-06 06:00,CICAYUR,15,7
2024-03-06 07:00,CICAYUR,17,11
2024-03-06 08:00,CICAYUR,14,9
2024-03-06 09:00,CICAYUR,5,3
2024-03-06 16:00,CICAYUR,9,10
2024-03-06 17:00,CICAYUR,11,14
2024-03-06 18:00,CICAYUR,6,9
2024-03-06 19:00,CICAYUR,2,3
2024-03-07 06:00,CICAYUR,21,9
2024-03-07 07:00,CICAYUR,23,15
2024-03-07 08:00,CICAYUR,17,13
2024-03-07 09:00,CICAYUR,7,5
2024-03-07 16:00,CICAYUR,10,18
2024-03-07 17:00,CICAYUR,12,17
2024-03-07 18:00,CICAYUR,6,11
2024-03-07 19:00,CICAYUR,2,4
2024-03-08 06:00,CICAYUR,16,7
2024-03-08 07:00,CICAYUR,26,11
2024-03-08 08:00,CICAYUR,15,10
2024-03-08 09:00,CICAYUR,6,4
2024-03-08 16:00,CICAYUR,11,12
2024-03-08 17:00,CICAYUR,12,17
2024-03-08 18:00,CICAYUR,7,10
2024-03-08 19:00,CICAYUR,3,3
2024-03-09 06:00,CICAYUR,18,7
2024-03-09 07:00,CICAYUR,22,12
2024-03-09 08:00,CICAYUR,13,10
2024-03-09 09:00,CICAYUR,5,3
2024-03-09 16:00,CICAYUR,8,12
2024-03-09 17:00,CICAYUR,11,15
2024-03-09 18:00,CICAYUR,5,11
2024-03-09 19:00,CICAYUR,2,4
2024-03-10 06:00,CICAYUR,25,9
2024-03-10 07:00,CICAYUR,26,17
2024-03-10 08:00,CICAYUR,19,12
2024-03-10 09:00,CICAYUR,8,5
2024-03-10 16:00,CICAYUR,11,18
2024-03-10 17:00,CICAYUR,15,21
2024-03-10 18:00,CICAYUR,6,14
2024-03-10 19:00,CICAYUR,3,5
2024-03-11 06:00,CICAYUR,15,7
2024-03-11 07:00,CICAYUR,18,10
2024-03-11 08:00,CICAYUR,11,8
2024-03-11 09:00,CICAYUR,4,3
2024-03-11 16:00,CICAYUR,7,10
2024-03-11 17:00,CICAYUR,9,12
2024-03-11 18:00,CICAYUR,4,7
2024-03-11 19:00,CICAYUR,2,3
2024-03-12 06:00,CICAYUR,12,5
2024-03-12 07:00,CICAYUR,13,8
2024-03-12 08:00,CICAYUR,9,6
2024-03-12 09:00,CICAYUR,4,3
2024-03-12 16:00,CICAYUR,5,10
2024-03-12 17:00,CICAYUR,8,11
2024-03-12 18:00,CICAYUR,4,7
2024-03-12 19:00,CICAYUR,1,3
2024-03-13 06:00,CICAYUR,18,7
2024-03-13 07:00,CICAYUR,21,11
2024-03-13 08:00,CICAYUR,12,9
2024-03-13 09:00,CICAYUR,6,3
2024-03-13 16:00,CICAYUR,10,10
2024-03-13 17:00,CICAYUR,11,14
2024-03-13 18:00,CICAYUR,5,9
2024-03-13 19:00,CICAYUR,2,3
2024-03-14 06:00,CICAYUR,12,7
2024-03-14 07:00,CICAYUR,18,14
2024-03-14 08:00,CICAYUR,12,9
2024-03-14 09:00,CICAYUR,5,4
2024-03-14 16:00,CICAYUR,8,12
2024-03-14 17:00,CICAYUR,10,16
2024-03-14 18:00,CICAYUR,5,9
2024-03-14 19:00,CICAYUR,2,4
2024-03-15 06:00,CICAYUR,14,8
2024-03-15 07:00,CICAYUR,21,10
2024-03-15 08:00,CICAYUR,12,10
2024-03-15 09:00,CICAYUR,5,4
2024-03-15 16:00,CICAYUR,8,13
2024-03-15 17:00,CICAYUR,9,16
2024-03-15 18:00,CICAYUR,6,10
2024-03-15 19:00,CICAYUR,2,3
2024-03-16 06:00,CICAYUR,11,4
2024-03-16 07:00,CICAYUR,10,6
2024-03-16 08:00,CICAYUR,8,6
2024-03-16 09:00,CICAYUR,4,2
2024-03-16 16:00,CICAYUR,5,9
2024-03-16 17:00,CICAYUR,7,9
2024-03-16 18:00,CICAYUR,3,6
2024-03-16 19:00,CICAYUR,1,2
2024-03-17 06:00,CICAYUR,9,5
2024-03-17 07:00,CICAYUR,13,6
2024-03-17 08:00,CICAYUR,9,5
2024-03-17 09:00,CICAYUR,3,3
2024-03-17 16:00,CICAYUR,5,8
2024-03-17 17:00,CICAYUR,6,8
2024-03-17 18:00,CICAYUR,4,5
2024-03-17 19:00,CICAYUR,1,2
2024-03-18 06:00,CICAYUR,15,7
2024-03-18 07:00,CICAYUR,21,12
2024-03-18 08:00,CICAYUR,15,10
2024-03-18 09:00,CICAYUR,6,4
2024-03-18 16:00,CICAYUR,10,15
2024-03-18 17:00,CICAYUR,12,18
2024-03-18 18:00,CICAYUR,6,10
2024-03-18 19:00,CICAYUR,2,3
2024-03-19 06:00,CICAYUR,18,8
2024-03-19 07:00,CICAYUR,21,11
2024-03-19 08:00,CICAYUR,11,8
2024-03-19 09:00,CICAYUR,6,4
2024-03-19 16:00,CICAYUR,8,13
2024-03-19 17:00,CICAYUR,9,15
2024-03-19 18:00,CICAYUR,5,10
2024-03-19 19:00,CICAYUR,2,4
